,l,psi
0,4,0.0008580471811275491
1,4,0.0008580471811275491
2,349,0.0008121368248139917
3,425,0.0008797893525179856
4,239,0.0006658990135755444
5,239,0.0006658990135755444
6,558,0.0006407921954915705
7,26,0.0008354029523239577
8,55,0.001174412531079065
9,677,0.0010936055071649338
10,145,0.0010807639231148348
11,1194,0.00095814811506164
12,101,0.0011718251658251657
13,101,0.0011718251658251657
14,57,0.001176951973749627
15,56,0.0010625970564836912
16,479,0.0010570737665807804
17,1019,0.0008807960794990471
18,290,0.0009013298347910594
19,273,0.0008930433174340504
20,304,0.0009309613742236024
21,446,0.0009055278575531304
22,446,0.0009055278575531304
23,217,0.0009078939023196633
24,217,0.0009078939023196633
25,133,0.0008512266850883254
26,611,0.00047538742814060876
27,340,0.00045548704061895554
28,361,0.0003995413570118714
29,193,0.00036894731678602954
30,507,0.0005270851813076996
31,235,0.0005410927210552027
32,33,0.0006717009867437456
33,257,0.0006570318806668616
34,257,0.0006570318806668616
35,374,0.0006496217466743782
36,118,0.0006660581142518283
37,46,0.0006080344415687836
38,506,0.0006296162193032553
39,533,0.0005779082882369696
40,404,0.00041512187620146095
41,536,0.0003866714123006834
42,89,0.0005045021310337993
43,89,0.0005045021310337993
44,89,0.0005045021310337993
45,255,0.000559045733788396
46,797,0.0005649519310919701
47,479,0.000501317873842924
48,801,0.0005089102860846217
49,282,0.0004958169616806068
50,282,0.0004958169616806068
51,73,0.0005061044376054799
52,717,0.0006099285247737241
53,328,0.0003414734701781564
54,592,0.0004167343277945619
55,351,0.0005944090426045792
56,22,0.0005680558770704451
57,238,0.0005560711076382106
58,238,0.0005560711076382106
59,63,0.0005157257279141409
60,122,0.00043915392214977274
61,22,0.00048683735781281177
62,22,0.00048683735781281177
63,227,0.0003735048401290701
64,357,0.0004669805928357633
65,877,0.0005017970028500506
66,521,0.0005060748978234009
67,79,0.0005978480007937296
68,79,0.0005978480007937296
69,625,0.0006545206588235295
70,21,0.0005824754016565214
71,84,0.0004897941293137644
72,84,0.0004897941293137644
73,167,0.0005662110750467198
74,512,0.0006191135844748858
75,1328,0.0006113688206214689
76,2,0.0004522625474905019
77,2,0.0004522625474905019
78,101,0.00043911751311751315
79,231,0.00046653073990812234
80,231,0.00046653073990812234
81,131,0.0004711357220412595
82,1077,0.0004308997020854021
83,359,0.00045808881166135737
84,1140,0.0003945179533213645
85,51,0.000395702716147647
86,40,0.0005210611553784861
87,584,0.0003427210884353741
88,254,0.0004485316949483128
89,408,0.0009707252113758647
90,1025,0.0009867147392290249
91,410,0.0009697235350624398
92,76,0.0009570756252481144
93,861,0.0009271113157167847
94,153,0.0009278162119570571
95,246,0.0009193946906109701
96,53,0.000731553168208495
97,364,0.0006889301428020069
98,223,0.0005437922331996479
99,223,0.0005437922331996479
100,613,0.0005652567605766512
101,141,0.000581315452125037
102,6,0.0006072380571657006
103,105,0.0006637242949035132
104,509,0.00037917194785422017
105,159,0.0004250697903336943
106,889,0.0004658363486086877
107,104,0.00038259263657957243
108,263,0.00035484419760304004
109,263,0.00035484419760304004
110,76,0.0008304033346566098
111,318,0.0006802919170381858
112,56,0.0005078391010342085
113,245,0.0004358713518789653
114,748,0.00045917789356159284
115,115,0.0004414732575383094
116,115,0.0004414732575383094
117,551,0.00046775130319401
118,29,0.0005790206401435836
119,97,0.0005567515103496088
120,97,0.0005567515103496088
121,97,0.0005567515103496088
122,762,0.0005976846311094592
123,453,0.000615352721706687
124,398,0.0006893771879207541
125,614,0.000504727718108159
126,789,0.0004965409213087403
127,254,0.0005224478252389311
128,503,0.0003515907835856422
129,13,0.00036491401178468
130,234,0.00033003478600742624
131,282,0.00038706302275821826
132,1033,0.0005004118553430618
133,329,0.00027886629877045213
134,48,0.0005181831210191083
135,232,0.0007887179437060203
136,79,0.0008006907431292787
137,79,0.0008006907431292787
138,172,0.0008080937868659064
139,592,0.0004461733383685801
140,592,0.0004461733383685801
141,15,0.0005145379930104843
142,15,0.0005145379930104843
143,17,0.0005161515423779575
144,134,0.0005509062561673574
145,134,0.0005509062561673574
146,34,0.0006058650588000797
147,249,0.000593155429798029
148,316,0.0004714910818146568
149,247,0.0006010432321655119
150,126,0.0002472660477977484
151,119,0.0007160911157228976
152,119,0.0007160911157228976
153,37,0.0007248512503736177
154,37,0.0007248512503736177
155,37,0.0007248512503736177
156,210,0.0007817945151811947
157,508,0.0008489055957365818
158,508,0.0008489055957365818
159,70,0.0006881751737835153
160,623,0.0007076752329850325
161,105,0.00048495358733300346
162,63,0.0005701480671767863
163,63,0.0005701480671767863
164,63,0.0005701480671767863
165,376,0.0005107108712413262
166,994,0.0005047922503183555
167,57,0.0005416643134135428
168,148,0.0006622514781237682
169,172,0.0007170711757766417
170,25,0.0007275858354114713
171,380,0.000659521387283237
172,86,0.0007675195320245886
173,653,0.0008438361025063363
174,499,0.0008397906467282599
175,93,0.0007118494005746557
176,282,0.000698764442715425
177,812,0.0006645112837587865
178,251,0.0006597506584723442
179,99,0.0005867891870482226
180,81,0.0005878369209403829
181,192,0.0004300480769230769
182,477,0.0005205148420349337
183,127,0.0006925164411968006
184,546,0.0007019404513559643
185,87,0.0004695812431842966
186,267,0.0006961538911074317
187,267,0.0006961538911074317
188,267,0.0006961538911074317
189,116,0.0008775601028074337
190,346,0.001082380243572395
191,1336,0.0010482986944248412
192,52,0.001093941305212893
193,487,0.0010937642795842471
194,169,0.0010788698987117711
195,589,0.001036945887241477
196,41,0.0010150747933472763
197,41,0.0010150747933472763
198,235,0.0009958344894968245
199,88,0.0010236934972244253
200,369,0.0009763207638152184
201,83,0.0010653174650401668
202,113,0.0010262913082171462
203,148,0.0008283852975955854
204,67,0.0008350505612396941
205,67,0.0008350505612396941
206,44,0.000836962763839108
207,53,0.0005571399582214264
208,53,0.0005571399582214264
209,538,0.0005662537483393433
210,47,0.0005444186324275903
211,530,0.0005578176638176639
212,31,0.0005855667430964012
213,31,0.0005855667430964012
214,31,0.0005855667430964012
215,31,0.0005855667430964012
216,314,0.00046975509016870267
217,281,0.0008045785429432934
218,18,0.0006763349970053904
219,18,0.0006763349970053904
220,556,0.0008109137931034483
221,695,0.0006531356708742403
222,15,0.0006553056415376934
223,347,0.0006819965207306466
224,319,0.0005585651710437057
225,68,0.0005931650774731823
226,68,0.0005931650774731823
227,252,0.0003124098712446352
228,455,0.00030634395026303204
229,142,0.00031579826464208245
230,1068,0.00017897831586555837
